Phrase,Sentiment,Processed_Content
is a lumbering load of hokum but,0,'is numbering load hoku '
"It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .",0,"'it would churlish grudge anyone receiving whatever consolation found dragonfly , yet impossible find film anything appalling , shameless manipulative contrived , totally lacking conviction . '"
"it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction",0,"'it impossible find film anything appalling , shameless manipulative contrived , totally lacking conviction '"
"is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction",0,"'is impossible find film anything appalling , shameless manipulative contrived , totally lacking conviction '"
"appalling , shamelessly manipulative and contrived , and totally lacking in conviction",0,"'appalling , shameless manipulative contrived , totally lacking conviction '"
"appalling , shamelessly manipulative and contrived , and totally lacking",0,"'appalling , shameless manipulative contrived , totally lacking '"
"appalling , shamelessly manipulative and contrived , and",0,"'appalling , shameless manipulative contrived , '"
shamelessly manipulative and contrived,0,'shameless manipulative contrived '
"a boring , pretentious waste of nearly two hours",0,"' boring , pretentious waste nearly two hours '"
"a boring , pretentious waste",0,"' boring , pretentious waste '"
"boring , pretentious waste",0,"'boring , pretentious waste '"
"does n't tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes .",0,"`` n't tell anything except chelsea hotel today populated shiny , pathetic , starving talented artistes . ''"
"does n't tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes",0,"`` n't tell anything except chelsea hotel today populated shiny , pathetic , starving talented artistes ''"
"tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes",0,"'tell anything except chelsea hotel today populated shiny , pathetic , starving talented artistes '"
"anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes",0,"'anything except chelsea hotel today populated shiny , pathetic , starving talented artistes '"
"is populated by whiny , pathetic , starving and untalented artistes",0,"'is populated shiny , pathetic , starving talented artistes '"
"populated by whiny , pathetic , starving and untalented artistes",0,"'populated shiny , pathetic , starving talented artistes '"
"whiny , pathetic , starving and untalented artistes",0,"'shiny , pathetic , starving talented artistes '"
"whiny , pathetic , starving and untalented",0,"'shiny , pathetic , starving talented '"
"pathetic , starving and untalented",0,"'pathetic , starving talented '"
"Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",0,"`` depicts worries oldid human behavior screen , laughs clever 's . ''"
sordid of human behavior on the screen,0,'oldid human behavior screen '
an ebullient affection for industrial-model meat freezers,0,'an ebullient affection industrial model meat freezes '
so hyped up that a curious sense of menace informs everything,0,'so hoped curious sense menace informs everything '
'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,0,`` 'm giving thumbs due endlessly repetitive scenes embarrassment . ''
giving it thumbs down due to the endlessly repetitive scenes of embarrassment,0,'giving thumbs due endlessly repetitive scenes embarrassment '
it thumbs down due to the endlessly repetitive scenes of embarrassment,0,'it thumbs due endlessly repetitive scenes embarrassment '
thumbs down due to the endlessly repetitive scenes of embarrassment,0,'thumbs due endlessly repetitive scenes embarrassment '
due to the endlessly repetitive scenes of embarrassment,0,'due endlessly repetitive scenes embarrassment '
the endlessly repetitive scenes,0,'the endlessly repetitive scenes '
"Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life .",0,"`` time literally stops dime tries hard cool clockstoppers , `` n't mean still wo n't feel like longest 90 minutes movie going life . ''"
"Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life",0,"`` time literally stops dime tries hard cool clockstoppers , `` n't mean still wo n't feel like longest 90 minutes movie going life ''"
on a dime in the tries-so-hard-to-be-cool `` Clockstoppers,0,'on dime tries hard cool clockstoppers '
feel like the longest 90 minutes of your movie-going life,0,'feel like longest 90 minutes movie going life '
like the longest 90 minutes of your movie-going life,0,'like longest 90 minutes movie going life '
the longest 90 minutes of your movie-going life,0,'the longest 90 minutes movie going life '
the longest 90 minutes,0,'the longest 90 minutes '
seems to have forgotten everything he ever knew about generating suspense .,0,'seems forgotten everything ever knew generating suspense . '
to have forgotten everything he ever knew about generating suspense,0,'to forgotten everything ever knew generating suspense '
the script is about as interesting as a recording of conversations at the Wal-Mart checkout line,0,'the script interesting recording conversations wal mart checkout line '
is about as interesting as a recording of conversations at the Wal-Mart checkout line,0,'is interesting recording conversations wal mart checkout line '
"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",0,"`` ice sticks mug window couple 's bmw begins haranguing wife bad stage dialogue , credibility flies window . ''"
"It 's leaden and predictable ,",0,"`` 's leader predictable , ''"
leaden and predictable,0,'leader predictable '
takes no apparent joy in making movies,0,'takes apparent joy making movies '
see a train wreck that you ca n't look away from,0,`` see train wreck ca n't look away ''
